ciudad,estado,poblacion,muertes
Tipton,Tennessee,61599,100
Trousdale,Tennessee,11284,22
Unassigned,Tennessee,0,134
Unicoi,Tennessee,17883,49
Union,Tennessee,19972,34
Van Buren,Tennessee,5872,23
Warren,Tennessee,41277,81
Washington,Tennessee,129375,244
Wayne,Tennessee,16673,34
Weakley,Tennessee,33328,64
White,Tennessee,27345,68
Williamson,Tennessee,238412,216
Wilson,Tennessee,144657,231
Anderson,Texas,57735,118
Andrews,Texas,18705,47
Angelina,Texas,86715,277
Aransas,Texas,23510,39
Archer,Texas,8553,12
Armstrong,Texas,1887,6
Atascosa,Texas,51153,150
Austin,Texas,30032,34
Bailey,Texas,7000,19
Bandera,Texas,23112,27
Bastrop,Texas,88723,91
Baylor,Texas,3509,12
Bee,Texas,32565,72
Bell,Texas,362924,412
Bexar,Texas,2003554,3461
Blanco,Texas,11931,20
Borden,Texas,654,2
Bosque,Texas,18685,33
Bowie,Texas,93245,210
Brazoria,Texas,374264,483
Brazos,Texas,229211,247
Brewster,Texas,9203,16
Briscoe,Texas,1546,5
Brooks,Texas,7093,36
Brown,Texas,37864,118
Burleson,Texas,18443,46
Burnet,Texas,48155,63
Caldwell,Texas,43664,96
Calhoun,Texas,21290,23
Callahan,Texas,13943,39
Cameron,Texas,423163,1602
Camp,Texas,13094,42
Carson,Texas,5926,14
Cass,Texas,30026,81
Castro,Texas,7530,32
Chambers,Texas,43837,26
Cherokee,Texas,52646,138
Childress,Texas,7306,17
Clay,Texas,10471,16
Cochran,Texas,2853,15
Coke,Texas,3387,12
Coleman,Texas,8175,32
Collin,Texas,1034730,814
Collingsworth,Texas,2920,9
Colorado,Texas,21493,30
Comal,Texas,156209,292
Comanche,Texas,13635,51
Concho,Texas,2726,8
Cooke,Texas,41257,70
Coryell,Texas,75951,85
Cottle,Texas,1398,7
Crane,Texas,4797,12
Crockett,Texas,3464,15
Crosby,Texas,5737,29
Culberson,Texas,2171,11
Dallam,Texas,7287,24
Dallas,Texas,2635516,3965
Dawson,Texas,12728,68
DeWitt,Texas,20160,59
Deaf Smith,Texas,18546,66
Delta,Texas,5331,11
Denton,Texas,887207,745
Dickens,Texas,2211,10
Dimmit,Texas,10124,32
Donley,Texas,3278,15
Duval,Texas,11157,41
Eastland,Texas,18360,48
Ector,Texas,166223,366
Edwards,Texas,1932,6
El Paso,Texas,839238,2644
Ellis,Texas,184826,311
Erath,Texas,42698,68
Falls,Texas,17297,32
Fannin,Texas,35514,108
Fayette,Texas,25346,60
Fisher,Texas,3830,14
Floyd,Texas,5712,30
Foard,Texas,1155,10
Fort Bend,Texas,811688,656
Franklin,Texas,10725,26
Freestone,Texas,19717,49
Frio,Texas,20306,50
Gaines,Texas,21492,43
Galveston,Texas,342139,406
Garza,Texas,6229,22
Gillespie,Texas,26988,50
Glasscock,Texas,1409,2
Goliad,Texas,7658,13
Gonzales,Texas,20837,57
Gray,Texas,21886,56
Grayson,Texas,136212,340
Gregg,Texas,123945,353
Grimes,Texas,28880,68
Guadalupe,Texas,166847,209
Hale,Texas,33406,155
Hall,Texas,2964,14
Hamilton,Texas,8461,26
Hansford,Texas,5399,25
Hardeman,Texas,3933,12
Hardin,Texas,57602,110
Harris,Texas,4713325,6167
Harrison,Texas,66553,106
Hartley,Texas,5576,2
Haskell,Texas,5658,27
Hays,Texas,230191,239
Hemphill,Texas,3819,2
Henderson,Texas,82737,184
Hidalgo,Texas,868707,2815
Hill,Texas,36649,108
Hockley,Texas,23021,102
Hood,Texas,61643,127
Hopkins,Texas,37084,109
Houston,Texas,22968,52
Howard,Texas,36664,101
Hudspeth,Texas,4886,11
Hunt,Texas,98594,166
Hutchinson,Texas,20938,71
Irion,Texas,1536,1
Jack,Texas,8935,16
Jackson,Texas,14760,31
Jasper,Texas,35529,88
Jeff Davis,Texas,2274,5
Jefferson,Texas,251565,419
Jim Hogg,Texas,5200,16
Jim Wells,Texas,40482,101
Johnson,Texas,175817,365
Jones,Texas,20083,55
Karnes,Texas,15601,36
Kaufman,Texas,136154,255
Kendall,Texas,47431,72
Kenedy,Texas,404,2
Kent,Texas,762,2
Kerr,Texas,52600,87
Kimble,Texas,4337,6
King,Texas,272,0
Kinney,Texas,3667,6
Kleberg,Texas,30680,93
Knox,Texas,3664,17
La Salle,Texas,7520,28
Lamar,Texas,49859,154
Lamb,Texas,12893,82
Lampasas,Texas,21428,32
Lavaca,Texas,20154,76
Lee,Texas,17239,39
Leon,Texas,17404,42
Liberty,Texas,88219,179
Limestone,Texas,23437,76
Lipscomb,Texas,3233,12
Live Oak,Texas,12207,22
Llano,Texas,21795,51
Loving,Texas,169,0
Lubbock,Texas,310569,783
Lynn,Texas,5951,23
Madison,Texas,14284,29
Marion,Texas,9854,33
Martin,Texas,5771,18
Mason,Texas,4274,6
Matagorda,Texas,36643,104
Maverick,Texas,58722,352
McCulloch,Texas,7984,19
McLennan,Texas,256623,470
McMullen,Texas,743,5
Medina,Texas,51584,103
Menard,Texas,2138,9
Midland,Texas,176832,266
Milam,Texas,24823,47
Mills,Texas,4873,21
Mitchell,Texas,8545,30
Montague,Texas,19818,71
Montgomery,Texas,607391,555
Moore,Texas,20940,72
Morris,Texas,12388,33
Motley,Texas,1200,8
Nacogdoches,Texas,65204,168
Navarro,Texas,50113,140
Newton,Texas,13595,35
Nolan,Texas,14714,51
Nueces,Texas,362294,772
Ochiltree,Texas,9836,26
Oldham,Texas,2112,4
Orange,Texas,83396,146
Out of TX,Texas,0,0
Palo Pinto,Texas,29189,75
Panola,Texas,23194,74
Parker,Texas,142878,178
Parmer,Texas,9605,35
Pecos,Texas,15823,34
Polk,Texas,51353,109
Potter,Texas,117415,444
Presidio,Texas,6704,24
Rains,Texas,12514,25
Randall,Texas,137713,277
Reagan,Texas,3849,8
Real,Texas,3452,12
Red River,Texas,12023,37
Reeves,Texas,15976,43
Refugio,Texas,6948,21
Roberts,Texas,854,1
Robertson,Texas,17074,40
Rockwall,Texas,104915,152
Runnels,Texas,10264,37
Rusk,Texas,54406,107
Sabine,Texas,10542,43
San Augustine,Texas,8237,32
San Jacinto,Texas,28859,36
San Patricio,Texas,66730,148
San Saba,Texas,6055,23
Schleicher,Texas,2793,6
Scurry,Texas,16703,62
Shackelford,Texas,3265,5
Shelby,Texas,25274,67
Sherman,Texas,3022,12
Smith,Texas,232751,463
Somervell,Texas,9128,14
Starr,Texas,64633,297
Stephens,Texas,9366,25
Sterling,Texas,1291,4
Stonewall,Texas,1350,6
Sutton,Texas,3776,8
Swisher,Texas,7397,17
Tarrant,Texas,2102515,3404
Taylor,Texas,138034,404
Terrell,Texas,776,2
Terry,Texas,12337,56
Throckmorton,Texas,1501,5
Titus,Texas,32750,83
Tom Green,Texas,119200,269
Travis,Texas,1273954,986
Trinity,Texas,14651,25
Tyler,Texas,21672,37
Unassigned,Texas,0,0
Upshur,Texas,41753,74
Upton,Texas,3657,10
Uvalde,Texas,26741,72
Val Verde,Texas,49025,218
Van Zandt,Texas,56590,117
Victoria,Texas,92084,204
Walker,Texas,72971,125
Waller,Texas,55246,46
Ward,Texas,11998,24
Washington,Texas,35882,92
Webb,Texas,276652,785
Wharton,Texas,41556,114
Wheeler,Texas,5056,10
Wichita,Texas,132230,375
Wilbarger,Texas,12769,55
Willacy,Texas,21358,88
Williamson,Texas,590551,462
Wilson,Texas,51070,68
Winkler,Texas,8010,21
Wise,Texas,69984,119
Wood,Texas,45539,127
Yoakum,Texas,8713,26
Young,Texas,18010,44
Zapata,Texas,14179,36
Zavala,Texas,11840,40
Utah,US,0,
Beaver,Utah,6710,0
Box Elder,Utah,56046,0
Cache,Utah,128289,0
Carbon,Utah,20463,0
Utah,US,0,
Daggett,Utah,950,0
Davis,Utah,355481,163
Duchesne,Utah,19938,0
Emery,Utah,10012,0
Garfield,Utah,5051,0
Grand,Utah,9754,0
Iron,Utah,54839,0
Juab,Utah,12017,0
Kane,Utah,7886,0
Millard,Utah,13188,0
Morgan,Utah,12124,0
Out of UT,Utah,0,0
Piute,Utah,1479,0
Rich,Utah,2483,0
Salt Lake,Utah,1160437,843
San Juan,Utah,15308,37
Sanpete,Utah,30939,0
Sevier,Utah,21620,0
Utah,US,0,
Utah,US,0,
Summit,Utah,42145,12
Tooele,Utah,72259,41
Utah,US,0,
Uintah,Utah,35734,0
Unassigned,Utah,0,0
Utah,Utah,636235,375
Wasatch,Utah,34091,21
Washington,Utah,177556,0
Wayne,Utah,2711,0
Weber,Utah,260213,0
Utah,US,0,
Addison,Vermont,36777,8
Bennington,Vermont,35470,12
Caledonia,Vermont,29993,6
Chittenden,Vermont,163774,101
Essex,Vermont,6163,2
Franklin,Vermont,49402,37
Grand Isle,Vermont,7235,2
Lamoille,Vermont,25362,3
Orange,Vermont,28892,3
Orleans,Vermont,27037,10
Out of VT,Vermont,0,0
Rutland,Vermont,58191,20
Unassigned,Vermont,0,0
Washington,Vermont,58409,15
Windham,Vermont,42222,14
Windsor,Vermont,55062,12
Virgin Islands,US,0,
Accomack,Virginia,32316,40
Albemarle,Virginia,109330,82
Alexandria,Virginia,159428,133
Alleghany,Virginia,14860,48
Amelia,Virginia,13145,31
Amherst,Virginia,31605,35
Appomattox,Virginia,15911,24
Arlington,Virginia,236842,252
Augusta,Virginia,75558,69
Bath,Virginia,4147,10
Bedford,Virginia,78997,99
Bland,Virginia,6280,10
Botetourt,Virginia,33419,36
Bristol,Virginia,16762,32
Brunswick,Virginia,16231,21
Buchanan,Virginia,21004,38
Buckingham,Virginia,17148,30
Buena Vista,Virginia,6478,19
Campbell,Virginia,54885,83
Caroline,Virginia,30725,35
Carroll,Virginia,29791,69
Charles City,Virginia,6963,15
Charlotte,Virginia,11880,18
Charlottesville,Virginia,47266,55
Chesapeake,Virginia,244835,289
Chesterfield,Virginia,352802,416
Clarke,Virginia,14619,19
Colonial Heights,Virginia,17370,60
Covington,Virginia,5538,13
Craig,Virginia,5131,5
Culpeper,Virginia,52605,61
Cumberland,Virginia,9932,9
Danville,Virginia,40044,134
Dickenson,Virginia,14318,15
Dinwiddie,Virginia,28544,42
Emporia,Virginia,5346,42
Essex,Virginia,10953,8
Fairfax,Virginia,1147532,1070
Fairfax City,Virginia,24019,19
Falls Church,Virginia,14617,8
Fauquier,Virginia,71222,63
Floyd,Virginia,15749,21
Fluvanna,Virginia,27270,17
Franklin,Virginia,56042,74
Franklin City,Virginia,7967,32
Frederick,Virginia,89313,97
Fredericksburg,Virginia,29036,22
Galax,Virginia,6347,51
Giles,Virginia,16720,20
Gloucester,Virginia,37348,47
Goochland,Virginia,23753,23
Grayson,Virginia,15550,33
Greene,Virginia,19819,16
Greensville,Virginia,11336,24
Halifax,Virginia,33911,77
Hampton,Virginia,134510,172
Hanover,Virginia,107766,152
Harrisonburg,Virginia,53016,94
Henrico,Virginia,330818,600
Henry,Virginia,50557,121
Highland,Virginia,2190,1
Hopewell,Virginia,22529,68
Isle of Wight,Virginia,37109,66
James City,Virginia,76523,71
King George,Virginia,26836,19
King William,Virginia,17148,11
King and Queen,Virginia,7025,8
Lancaster,Virginia,10603,16
Lee,Virginia,23423,46
Lexington,Virginia,7446,32
Loudoun,Virginia,413538,274
Louisa,Virginia,37591,32
Lunenburg,Virginia,12196,13
Lynchburg,Virginia,82168,146
Madison,Virginia,13261,16
Manassas,Virginia,41085,47
Manassas Park,Virginia,17478,12
Martinsville,Virginia,12554,76
Mathews,Virginia,8834,12
Mecklenburg,Virginia,30587,65
Middlesex,Virginia,10582,20
Montgomery,Virginia,98535,89
Nelson,Virginia,14930,12
New Kent,Virginia,23091,16
Newport News,Virginia,179225,222
Norfolk,Virginia,242742,252
Northampton,Virginia,11710,35
Northumberland,Virginia,12095,20
Norton,Virginia,3981,7
Nottoway,Virginia,15232,48
Orange,Virginia,37051,39
Out of VA,Virginia,0,0
Page,Virginia,23902,57
Patrick,Virginia,17608,43
Petersburg,Virginia,31346,83
Pittsylvania,Virginia,60354,78
Poquoson,Virginia,12271,16
Portsmouth,Virginia,94398,187
Powhatan,Virginia,29652,15
Prince Edward,Virginia,22802,34
Prince George,Virginia,38353,27
Prince William,Virginia,470335,479
Pulaski,Virginia,34027,61
Radford,Virginia,18249,18
Rappahannock,Virginia,7370,2
Richmond,Virginia,9023,14
Richmond City,Virginia,230436,257
Roanoke,Virginia,94186,137
Roanoke City,Virginia,99143,189
Rockbridge,Virginia,22573,46
Rockingham,Virginia,81948,105
Russell,Virginia,26586,36
Salem,Virginia,25301,47
Scott,Virginia,21566,52
Shenandoah,Virginia,43616,130
Smyth,Virginia,30104,91
Southampton,Virginia,17631,56
Spotsylvania,Virginia,136215,113
Stafford,Virginia,152882,74
Staunton,Virginia,24932,69
Suffolk,Virginia,92108,185
Surry,Virginia,6422,9
Sussex,Virginia,11159,21
Tazewell,Virginia,40595,66
Unassigned,Virginia,0,0
Virginia Beach,Virginia,449974,383
Warren,Virginia,40164,55
Washington,Virginia,53740,105
Waynesboro,Virginia,22630,37
Westmoreland,Virginia,18015,24
Williamsburg,Virginia,14954,12
Winchester,Virginia,28078,43
Wise,Virginia,37383,95
Wythe,Virginia,28684,78
York,Virginia,68280,52
Adams,Washington,19983,22
Asotin,Washington,22582,29
Benton,Washington,204390,216
Chelan,Washington,77200,64
Clallam,Washington,77331,9
Clark,Washington,488241,261
Columbia,Washington,3985,5
Cowlitz,Washington,110593,83
Douglas,Washington,43429,22
Ferry,Washington,7627,4
Franklin,Washington,95222,109
Garfield,Washington,2225,5
Grant,Washington,97733,71
Grays Harbor,Washington,75061,63
Island,Washington,85141,30
Jefferson,Washington,32221,3
King,Washington,2252782,1507
Kitsap,Washington,271473,104
Kittitas,Washington,47935,33
Klickitat,Washington,22425,9
Lewis,Washington,80707,62
Lincoln,Washington,10939,7
Mason,Washington,66768,29
Okanogan,Washington,42243,37
Out of WA,Washington,0,0
Pacific,Washington,22471,10
Pend Oreille,Washington,13724,7
Pierce,Washington,904980,642
San Juan,Washington,17582,0
Skagit,Washington,129205,67
Skamania,Washington,12083,1
Snohomish,Washington,822083,565
Spokane,Washington,522798,619
Stevens,Washington,45723,28
Thurston,Washington,290536,91
Unassigned,Washington,0,3
Wahkiakum,Washington,4488,0
Walla Walla,Washington,60760,64
Whatcom,Washington,229247,89
Whitman,Washington,50104,47
Yakima,Washington,250873,445
Barbour,West Virginia,16441,25
Berkeley,West Virginia,119171,120
Boone,West Virginia,21457,33
Braxton,West Virginia,13957,3
Brooke,West Virginia,21939,59
Cabell,West Virginia,91945,169
Calhoun,West Virginia,7109,0
Clay,West Virginia,8508,9
Doddridge,West Virginia,8448,6
Fayette,West Virginia,42406,76
Gilmer,West Virginia,7823,5
Grant,West Virginia,11568,27
Greenbrier,West Virginia,34662,62
Hampshire,West Virginia,23175,33
Hancock,West Virginia,28810,87
Hardy,West Virginia,13776,24
Harrison,West Virginia,67256,73
Jackson,West Virginia,28576,59
Jefferson,West Virginia,57146,48
Kanawha,West Virginia,178124,328
Lewis,West Virginia,15907,19
Lincoln,West Virginia,20409,21
Logan,West Virginia,32019,91
Marion,West Virginia,56072,45
Marshall,West Virginia,30531,76
Mason,West Virginia,26516,36
McDowell,West Virginia,17624,21
Mercer,West Virginia,58758,116
Mineral,West Virginia,26868,82
Mingo,West Virginia,23424,39
Monongalia,West Virginia,105612,82
Monroe,West Virginia,13275,17
Morgan,West Virginia,17884,20
Nicholas,West Virginia,24496,18
Ohio,West Virginia,41411,80
Out of WV,West Virginia,0,0
Pendleton,West Virginia,6969,9
Pleasants,West Virginia,7460,11
Pocahontas,West Virginia,8247,10
Preston,West Virginia,33432,46
Putnam,West Virginia,56450,89
Raleigh,West Virginia,73361,78
Randolph,West Virginia,28695,12
Ritchie,West Virginia,9554,11
Roane,West Virginia,13688,8
Summers,West Virginia,12573,21
Taylor,West Virginia,16695,23
Tucker,West Virginia,6839,10
Tyler,West Virginia,8591,9
Unassigned,West Virginia,0,0
Upshur,West Virginia,24176,33
Wayne,West Virginia,39402,40
Webster,West Virginia,8114,7
Wetzel,West Virginia,15065,29
Wirt,West Virginia,5821,3
Wood,West Virginia,83518,165
Wyoming,West Virginia,20394,39
Adams,Wisconsin,20220,17
Ashland,Wisconsin,15562,15
Barron,Wisconsin,45244,78
Bayfield,Wisconsin,15036,19
Brown,Wisconsin,264542,276
Buffalo,Wisconsin,13031,7
Burnett,Wisconsin,15414,22
Calumet,Wisconsin,50089,50
Chippewa,Wisconsin,64658,96
Clark,Wisconsin,34774,62
Columbia,Wisconsin,57532,69
Crawford,Wisconsin,16131,17
Dane,Wisconsin,546695,318
Dodge,Wisconsin,87839,183
Door,Wisconsin,27668,28
Douglas,Wisconsin,43150,51
Dunn,Wisconsin,45368,32
Eau Claire,Wisconsin,104646,119
Florence,Wisconsin,4295,12
Fond du Lac,Wisconsin,103403,115
Forest,Wisconsin,9004,26
Grant,Wisconsin,51439,90
Green,Wisconsin,36960,24
Green Lake,Wisconsin,18913,22
Iowa,Wisconsin,23678,11
Iron,Wisconsin,5687,40
Jackson,Wisconsin,20643,28
Jefferson,Wisconsin,84769,132
Juneau,Wisconsin,26687,26
Kenosha,Wisconsin,169561,321
Kewaunee,Wisconsin,20434,34
La Crosse,Wisconsin,118016,82
Lafayette,Wisconsin,16665,8
Langlade,Wisconsin,19189,46
Lincoln,Wisconsin,27593,89
Manitowoc,Wisconsin,78981,88
Marathon,Wisconsin,135692,219
Marinette,Wisconsin,40350,69
Marquette,Wisconsin,15574,27
Menominee,Wisconsin,4556,11
Milwaukee,Wisconsin,945726,1339
Monroe,Wisconsin,46253,38
Oconto,Wisconsin,37930,59
Oneida,Wisconsin,35595,75
Out of WI,Wisconsin,0,0
Outagamie,Wisconsin,187885,218
Ozaukee,Wisconsin,89221,91
Pepin,Wisconsin,7287,7
Pierce,Wisconsin,42754,42
Polk,Wisconsin,43783,49
Portage,Wisconsin,70772,71
Price,Wisconsin,13351,7
Racine,Wisconsin,196311,367
Richland,Wisconsin,17252,15
Rock,Wisconsin,163354,188
Rusk,Wisconsin,14178,18
Sauk,Wisconsin,64442,53
Sawyer,Wisconsin,16558,25
Shawano,Wisconsin,40899,82
Sheboygan,Wisconsin,115340,147
St. Croix,Wisconsin,90687,57
Taylor,Wisconsin,20343,32
Trempealeau,Wisconsin,29649,44
Unassigned,Wisconsin,0,0
Vernon,Wisconsin,30822,42
Vilas,Wisconsin,22195,42
Walworth,Wisconsin,103868,157
Washburn,Wisconsin,15720,20
Washington,Wisconsin,136034,158
Waukesha,Wisconsin,404198,571
Waupaca,Wisconsin,50990,161
Waushara,Wisconsin,24443,36
Winnebago,Wisconsin,171907,214
Wood,Wisconsin,72999,90
Albany,Wyoming,38880,11
Big Horn,Wyoming,11790,32
Campbell,Wyoming,46341,60
Carbon,Wyoming,14800,23
Converse,Wyoming,13822,17
Crook,Wyoming,7584,12
Fremont,Wyoming,39261,84
Goshen,Wyoming,13211,24
Hot Springs,Wyoming,4413,3
Johnson,Wyoming,8445,10
Laramie,Wyoming,99500,113
Lincoln,Wyoming,19830,12
Natrona,Wyoming,79858,136
Niobrara,Wyoming,2356,2
Out of WY,Wyoming,0,0
Park,Wyoming,29194,30
Platte,Wyoming,8393,11
Sheridan,Wyoming,30485,31
Sublette,Wyoming,9831,7
Sweetwater,Wyoming,42343,37
Teton,Wyoming,23464,9
Uinta,Wyoming,20226,12
Unassigned,Wyoming,0,0
Washakie,Wyoming,7805,26
Weston,Wyoming,6927,5
